# From the Bright Star Catalogue, 5th Revised Ed.,
# available online through VizieR.

# Only the first three columns (Dec, RA, Mag) are used by Xplanet.

#    Dec      RA   Mag         Name  BSN     HD    SAO
 56.1156  5.7751  5.94 " 26    Cam" 1969  38091  25362
 59.3722  6.3677  5.94 "  4    Lyn" 2257  43812  25678
 59.9772  0.5055  5.94 "          "  113   2626  21457
 60.8233 16.5405  5.94 "          " 6170 149650  17130
 61.4811  6.6282  5.94 "  8    Lyn" 2394  46480  13897
 64.2617  4.6067  5.94 "          " 1440  28780  13196
 67.2722  9.6578  5.94 "          " 3824  83126  14949
 72.5286  4.5585  5.94 "          " 1401  28204   5238
-10.3294 13.1626  5.94 " 50    Vir" 4961 114287 157760
-12.3567 11.4526  5.94 " 16Kap Crt" 4416  99564 156685
-13.5169  9.5488  5.94 "          " 3802  82660 155281
-14.7258 17.7936  5.94 "          " 6620 161701 160822
-14.8725 16.3168  5.94 "          " 6078 146850 159846
-15.5711 17.6267  5.94 "          " 6562 159877 160701
-18.5833 20.4983  5.94 " 12Omi Cap" 7830 195094 163626
-19.3831 15.9167  5.94 " 47    Lib" 5915 142378 159572
-21.3978 18.6318  5.94 "          " 6988 171856 187071
-22.5089  0.1297  5.94 "          "   12    319 166066
-26.0219  0.2284  5.94 "          "   42    942 166130
-31.7714  5.0397  5.94 "          " 1635  32515 195509
-36.5283  1.6409  5.94 "          "  471  10142 193224
-37.0036 14.3233  5.94 "          " 5357 125283 205430
-38.2908 14.7848  5.94 "          " 5508 130055 205937
-38.5306 21.0409  5.94 "          " 8046 200073 212653
-41.4258  7.2492  5.94 "          " 2759  56410 218568
-41.8194 15.7396  5.94 "          " 5846 140285 226132
-42.6767  0.7492  5.94 "          "  198   4293 215221
-47.5572 19.8372  5.94 "          " 7537 187086 229887
-50.2061  1.8485  5.94 "          "  541  11413 232542
-52.2839 16.9413  5.94 "          " 6275 152527 244285
-55.1697 17.4774  5.94 "          " 6487 157819 244770
-57.1561  5.8723  5.94 "          " 2072  39937 234181
-57.9094 16.9001  5.94 "          " 6251 151967 244245
-60.4208 10.0333  5.94 "          " 3960  87283 250782
-61.2383  4.4181  5.94 "          " 1416  28413 249016
  1.1681  5.7764  5.95 "          " 1988  38529 113119
  1.3050 17.8765  5.95 "          " 6667 162774 122861
  1.8978 12.1615  5.95 " 10    Vir" 4626 105639 119245
  2.4456  1.1760  5.95 " 33    Cet"  347   7014 109715
  5.9583  9.8952  5.95 "          " 3915  85709 117975
  6.3128 17.6923  5.95 "          " 6590 160781 122646
  8.2436 14.4002  5.95 "          " 5388 126200 120433
 -0.0008 11.0602  5.95 " 62    Leo" 4306  95849 118634
 -3.0925 10.8515  5.95 "          " 4240  94014 137834
 -7.8275 11.5465  5.95 "          " 4446 100343 138265
 10.8703  3.0122  5.95 "          "  902  18700  93232
 13.3983  4.1504  5.95 "          " 1284  26171  93784
 13.5481 20.3334  5.95 "          " 7774 193472 105974
 14.2108  8.4770  5.95 " 29    Cnc" 3333  71555  97843
 16.0406 22.1976  5.95 "          " 8461 210702 107729
 16.7969 11.5785  5.95 " 90    Leo" 4456 100600  99673
 18.3322  8.3894  5.95 " 20    Cnc" 3284  70569  97781
 25.3839 19.7968  5.95 "          " 7540 187193  87729
 25.7022 13.7787  5.95 "  3    Boo" 5182 120064  82993
 28.3308  8.8766  5.95 " 55Rho1Cnc" 3522  75732  80478
 30.9631  9.1774  5.95 "          " 3639  78712  61306
 39.2789 12.7499  5.95 " 10    CVn" 4845 110897  63177
 39.3947  5.0051  5.95 "  5    Aur" 1599  31761  57559
 39.4656 22.7348  5.95 "          " 8654 215359  72675
 43.4586 20.6675  5.95 "          " 7919 197139  49912
 48.5303  9.0900  5.95 "          " 3603  77601  42682
 54.2867 18.1754  5.95 "          " 6817 167042  30784
 62.4606 21.7481  5.95 "          " 8327 207198  19621
 66.7822 23.7769  5.95 "          " 9005 223128  20838
 67.8247  2.7471  5.95 "          "  791  16769  12421
 68.7558 18.2547  5.95 " 37    Dra" 6865 168653  17837
 75.2928 23.6529  5.95 "          " 8971 222386  10814
 77.0122 21.2617  5.95 "          " 8168 203399  10007
 81.4706  3.1952  5.95 "          "  906  18778    500
-10.5839  7.2620  5.95 "          " 2752  56207 152621
-11.6103 12.4199  5.95 "          " 4722 108107 157272
-13.3050 22.3169  5.95 " 45    Aqr" 8508 211676 164996
-20.3881 18.2536  5.95 " 16    Sgr" 6823 167263 186544
-22.3764  2.8931  5.95 "          "  862  18071 168121
-22.8597  7.4619  5.95 "          " 2860  59136 173778
-27.1072 22.4961  5.95 "          " 8563 213135 191182
-36.0197 18.1066  5.95 "          " 6748 165185 209710
-37.2836  8.0271  5.95 "          " 3154  66358 198714
-37.7022 20.0044  5.95 "          " 7629 189195 211719
-48.0742 15.2649  5.95 "          " 5663 135235 225590
-50.5906  8.0784  5.95 "          " 3178  67249 235730
-56.9206 17.5231  5.95 "          " 6505 158220 244808
-58.5764 10.4165  5.95 "          " 4095  90454 238046
-59.9083 15.6657  5.95 "          " 5803 139211 242803
-63.5061 12.5322  5.95 "          " 4771 109000 251946
-76.0819 15.6985  5.95 "          " 5786 138867 257310
-76.1186 22.0511  5.95 "          " 8380 208741 257993
-80.2328 18.4887  5.95 "          " 6837 167714 258796
-82.6661 13.9274  5.95 "          " 5188 120213 258683
 -5.6261  3.6503  5.96 " 21    Eri" 1111  22713 130634
 -6.5739  5.6438  5.96 "          " 1933  37481 132405
 -7.5433  8.3817  5.96 "          " 3288  70652 135840
 -8.4069  7.0066  5.96 "          " 2624  52312 134036
 11.2033 21.3144  5.96 "          " 8149 202951 107020
 17.1231 13.0193  5.96 " 38    Com" 4929 113095 100374
 18.5006 20.0546  5.96 "          " 7662 190211 105608
 23.7428 17.2616  5.96 "          " 6419 156284  84955
 24.1678  2.2104  5.96 "          "  644  13522  75203
 27.5719  3.5224  5.96 "          " 1065  21743  75970
 29.2153  5.6551  5.96 "          " 1924  37367  77354
 33.1675 11.9882  5.96 "          " 4581 104075  62784
 34.3119  5.2717  5.96 "          " 1712  34078  57816
 39.2833  3.2961  5.96 "          "  986  20346  56322
 43.4578  1.4385  5.96 "          "  409   8671  37204
 44.9250 20.9430  5.96 "          " 8023 199579  50263
 48.9594  6.0286  5.96 "          " 2105  40486  40789
 49.2625 19.5616  5.96 "          " 7442 184786  48589
 50.5253 19.6969  5.96 " 16    Cyg" 7503 186408  31898
 58.4367  0.1044  5.96 "          "    5    123  21085
 61.4892 13.8293  5.96 "          " 5213 120787  16186
 63.5342 19.9746  5.96 "          " 7654 189900  18627
 68.7475 10.3509  5.96 "          " 4047  89343  15147
 72.9461  9.2646  5.96 "          " 3645  78935   6792
 74.0669  5.0777  5.96 "          " 1589  31590   5407
 81.0914 20.4910  5.96 " 74    Dra" 7908 196925   3413
-14.5817 18.4963  5.96 "          " 6932 170397 161528
-15.2458 23.5804  5.96 "          " 8946 221745 165780
-16.7094  8.9428  5.96 "          " 3564  76579 154773
-18.1300  5.3140  5.96 "          " 1747  34721 150326
-19.4583  4.4775  5.96 "          " 1421  28479 149668
-22.8403  5.9373  5.96 "          " 2086  40151 171034
-26.8225 22.0769  5.96 "          " 8408 209522 190864
-26.8436  8.5913  5.96 "          " 3402  73072 176131
-30.9189 15.1092  5.96 "          " 5619 133652 206300
-34.4664 17.9076  5.96 "          " 6668 162817 209446
-34.7525 17.8986  5.96 "          " 6662 162724 209428
-35.6536  4.5112  5.96 "          " 1439  28776 195085
-36.2303  6.8617  5.96 "          " 2558  50445 197291
-36.4239 21.2219  5.96 "          " 8108 201852 212800
-36.5444  7.2071  5.96 "          " 2726  55718 197694
-38.5939 17.2600  5.96 "          " 6398 155826 208591
-38.8489  8.5606  5.96 "          " 3389  72832 199370
-40.7725 17.8591  5.96 "          " 6643 162189 228489
-41.6683 10.3078  5.96 "          " 4056  89461 221948
-43.0508 16.8951  5.96 "          " 6257 152161 227359
-51.9678  7.1204  5.96 "          " 2698  54732 234940
-53.1525 16.7444  5.96 "          " 6207 150576 244106
-53.9686 11.6785  5.96 "          " 4497 101541 239284
-54.3994  7.5086  5.96 "          " 2892  60228 235252
-60.9692 12.0825  5.96 "          " 4607 104933 251723
-67.6203 11.6301  5.96 "          " 4485 101162 251501
-68.4339 19.5197  5.96 "          " 7383 182709 254590
-69.3364  3.4267  5.96 "          " 1064  21722 248804
  0.0664 17.9512  5.97 "          " 6689 163624 122950
  3.6022  6.9825  5.97 "          " 2610  51814 114722
  4.4233  5.8370  5.97 "          " 2019  39051 113186
  6.3789 16.1531  5.97 "          " 6014 145148 121392
  8.3817  2.9372  5.97 "          "  870  18262 110851
  9.1383  7.0550  5.97 "          " 2647  52913 114835
  9.6772 23.6653  5.97 "          " 8970 222377 128309
 -1.1925 13.4365  5.97 "          " 5059 116831 139337
 -4.0742 10.3907  5.97 " 25    Sex" 4082  90044 137533
 -4.0947  5.8097  5.97 "          " 2007  38858 132554
 -5.7750  7.4308  5.97 "          " 2833  58526 134654
 -9.0414  5.8688  5.97 "          " 2039  39421 132603
 12.9831  6.6632  5.97 "          " 2449  47575  95963
 15.8381 20.6514  5.97 "          " 7899 196775 106347
 16.4058  1.6613  5.97 "105    Psc"  475  10164  92558
 17.3269  3.8861  5.97 "          " 1201  24357  93650
 20.4689  1.3902  5.97 "          "  397   8388  74682
 23.5031 10.2756  5.97 " 35    Leo" 4030  89010  81260
 27.8975  4.8798  5.97 "          " 1554  30912  76802
 28.8425 23.8276  5.97 " 79    Peg" 9025 223461  91522
 34.6336  9.2540  5.97 "          " 3664  79452  61361
 36.0261 21.0203  5.97 "          " 8051 200253  70794
 40.3128  4.7790  5.97 "          " 1514  30138  39746
 42.6583 23.9510  5.97 "          " 9057 224342  53511
 46.8172  9.2920  5.97 "          " 3676  79763  42790
 53.9219 15.5879  5.97 "          " 5811 139357  29583
 66.3522  0.9753  5.97 "          "  273   5550  11502
 70.5356  6.4707  5.97 "          " 2285  44472   5861
 80.5247 21.4138  5.97 "          " 8239 205072   3568
-12.4906  5.1236  5.97 "          " 1665  33093 150159
-13.3208  6.6130  5.97 "          " 2428  47182 151700
-15.6603 19.0948  5.97 "          " 7230 177517 162177
-20.8706 23.0456  5.97 "          " 8764 217703 191604
-22.1756 12.3363  5.97 "          " 4691 107295 180695
-23.4286 19.6686  5.97 "          " 7473 185467 188419
-23.9911 22.5935  5.97 "          " 8596 213986 191246
-24.3606 18.0646  5.97 "  9    Sgr" 6736 164794 186204
-29.5361 22.8558  5.97 " 21    PsA" 8693 216210 191444
-30.4036 17.1465  5.97 "          " 6366 154783 208467
-33.9447 21.5374  5.97 "  6    PsA" 8230 204854 213078
-35.9342 17.0102  5.97 "          " 6311 153368 208293
-37.1864  9.8245  5.97 "          " 3892  85206 200777
-38.8697 14.5197  5.97 "          " 5419 127193 205637
-48.2992 19.1154  5.97 "          " 7223 177406 229493
-52.4997  7.2558  5.97 "          " 2767  56705 235040
-57.4222 22.6803  5.97 "          " 8620 214632 247544
-57.9731  8.3533  5.97 "          " 3293  70839 235917
-62.9564 23.9555  5.97 "          " 9060 224361 255606
-64.6008  8.4310  5.97 "          " 3346  71863 250226
-66.2686 14.0145  5.97 "          " 5253 121932 252554
-77.4269  0.3579  5.97 "          "   87   1801 255663
-79.7833 10.6976  5.97 "          " 4206  93237 256745
  2.0244  5.8417  5.98 "          " 2024  39118 113198
  7.0858  6.4203  5.98 "          " 2310  44990 113845
 11.2733 19.6146  5.98 "          " 7456 185018 105045
 11.8725  3.1775  5.98 "          "  948  19698  93320
 12.5453 20.8272  5.98 " 15    Del" 7973 198390 106536
 12.5944  7.0643  5.98 "          " 2651  52976  96432
 16.1336  1.2354  5.98 " 87    Psc"  364   7374  92326
 16.9175 17.4318  5.98 "          " 6495 157967 102819
 18.9119 14.2678  5.98 "          " 5343 124953 100949
 19.0417  4.4159  5.98 "          " 1385  27901  93918
 22.3164 17.8468  5.98 "          " 6655 162570  85468
 24.0222  8.3422  5.98 " 19Lam Cnc" 3268  70011  80113
 25.1672 23.4612  5.98 " 69    Peg" 8915 220933  91278
 26.6292  9.1465  5.98 " 75    Cnc" 3626  78418  80659
 31.0347  6.0195  5.98 "          " 2110  40588  58657
 31.2833 19.1961  5.98 " 19    Lyr" 7283 179527  67946
 31.8403 22.4628  5.98 "          " 8555 212988  72366
 33.9175  5.8778  5.98 "          " 2028  39225  58528
 33.9508  0.9706  5.98 "          "  275   5608  54306
 34.9889 13.7121  5.98 "          " 5161 119458  63701
 41.3450  1.0484  5.98 " 39    And"  290   6116  36874
 54.9747  3.5608  5.98 "          " 1073  21819  24099
 55.7981 21.2873  5.98 "          " 8150 202987  33287
 57.5167  2.3013  5.98 "  7    Per"  662  13994  23149
 62.0472 15.3770  5.98 "          " 5731 137389  16712
 72.4072  8.3445  5.98 "          " 3236  68951   6504
 73.3950 16.2426  5.98 "          " 6088 147321   8462
 74.0028 23.6559  5.98 "          " 8972 222387  10817
 77.5142 16.7183  5.98 "          " 6267 152303   8612
 82.7525 13.7064  5.98 "          " 5203 120565   2266
-12.6319  8.3066  5.98 "          " 3259  69830 154093
-13.0150 12.6878  5.98 "          " 4822 110318 157448
-14.5494  2.6928  5.98 "          "  796  16825 148550
-14.9297  8.4321  5.98 "          " 3320  71267 154244
-25.5472  0.4541  5.98 "          "  102   2363 166282
-32.8314 11.5749  5.98 "          " 4458 100623 202583
-36.0958  9.6245  5.98 "          " 3835  83441 200573
-37.1903 11.7242  5.98 "          " 4508 101883 202744
-37.2275 17.1056  5.98 "          " 6344 154310 208406
-38.7925 15.1687  5.98 "          " 5636 134255 206352
-39.6808 12.8658  5.98 "          " 4879 111774 203881
-41.4011 13.7153  5.98 "          " 5155 119250 224359
-41.7150 10.1772  5.98 "          " 4001  88399 221832
-42.0675 13.7278  5.98 "          " 5157 119361 224365
-42.7694  8.4159  5.98 "          " 3322  71302 219890
-44.1433 13.6183  5.98 "          " 5118 118338 224275
-47.2106 22.7102  5.98 "          " 8635 214953 231257
-52.1811  6.3938  5.98 "          " 2322  45291 234475
-60.2625  0.7116  5.98 "          "  186   4088 248238
  0.1772  7.3676  5.99 "          " 2801  57608 115335
  0.4675  4.9141  5.99 "          " 1574  31331 112206
  6.6200  8.5975  5.99 "          " 3395  72945 116929
  6.7408  0.7899  5.99 " 60    Psc"  216   4526 109461
  7.5164 21.0011  5.99 "          " 8038 199942 126447
  8.8947 14.0223  5.99 "          " 5262 122365 120228
  9.5097  5.9411  5.99 "          " 2075  39985 113284
 -0.6783 20.1338  5.99 " 64    Aql" 7690 191067 144095
 -3.3686 13.0100  5.99 " 46    Vir" 4925 112992 139096
 -4.9153  6.2583  5.99 "          " 2234  43319 133027
 -5.6264 20.8571  5.99 "  4    Aqr" 7982 198571 144877
 -5.9128 18.8281  5.99 "          " 7083 174208 142661
 -6.8050  3.4942  5.99 "          " 1060  21665 130520
 -8.8239  0.1382  5.99 "          "   16    360 128604
 -9.3194 21.3823  5.99 " 17    Aqr" 8175 203525 145351
 14.5831 20.6878  5.99 " 10    Del" 7918 197121 106384
 16.4553  8.0251  5.99 "  5    Cnc" 3134  65873  97485
 16.5186  7.9754  5.99 "          " 3104  65257  97429
 18.1314 18.3021  5.99 "          " 6852 168270 103581
 19.3253  7.8657  5.99 "          " 3053  63889  97318
 20.9822  4.3923  5.99 "          " 1375  27742  76585
 21.1342 23.1246  5.99 "          " 8799 218396  91022
 21.1533 13.1059  5.99 " 39    Com" 4946 113848  82650
 22.6356  8.1051  5.99 "  9Mu 1Cnc" 3169  66875  79940
 29.6661 18.3311  5.99 "          " 6867 168694  85933
 30.0472  1.6942  5.99 "          "  485  10348  74872
 31.7881 15.2350  5.99 "          " 5674 135438  64574
 33.2139 18.0101  5.99 "          " 6726 164614  66551
 34.0389 16.7310  5.99 "          " 6222 151087  65512
 38.2803  4.6973  5.99 "          " 1489  29645  57377
 42.0025  8.8694  5.99 "          " 3511  75556  42581
 45.3125  8.8699  5.99 "          " 3509  75523  42580
 51.8181 17.6894  5.99 "          " 6607 161193  30522
 52.5022  1.0673  5.99 "          "  298   6211  21967
 61.0481 18.7384  5.99 "          " 7075 173949  17995
-14.5839 17.2556  5.99 "          " 6404 155970 160402
-14.7494 21.7336  5.99 " 45    Cap" 8302 206677 164612
-17.6092 17.1375  5.99 "          " 6365 154779 160305
-18.4767  6.2549  5.99 "          " 2243  43429 151274
-27.3689  5.3232  5.99 "          " 1758  34868 170311
-45.2161  7.9838  5.99 "          " 3137  65904 219240
-46.3319  8.4960  5.99 "          " 3363  72232 220007
-47.3753  3.5103  5.99 "          " 1081  21981 216357
-59.8606 13.1234  5.99 "          " 4944 113823 240566
-61.6489  9.4016  5.99 "          " 3742  81613 250563
-64.5825 11.3212  5.99 "          " 4384  98560 251357
-70.7203 10.8950  5.99 "          " 4262  94650 256770
  0.2553  2.5126  6.00 "          "  732  15633 110583
  0.9683  5.9123  6.00 "          " 2057  39775 113265
  5.6564  1.0813  6.00 " 73    Psc"  307   6386 109656
  6.7175 22.0022  6.00 " 18    Peg" 8385 209008 127219
 -3.0072 18.2814  6.00 "          " 6840 167768 142189
 -3.5647  5.6587  6.00 "          " 1940  37594 132424
 -5.4344  8.9050  6.00 "          " 3538  76151 136389
 -9.2758 21.7712  6.00 " 47    Cap" 8318 207005 145648
 -9.7483  8.4808  6.00 "          " 3342  71766 135965
 12.5700  6.3768  6.00 "          " 2287  44497  95599
 13.7886 15.8037  6.00 "          " 5874 141353 101744
 14.6494 13.9778  6.00 "          " 5254 121980 100801
 15.8225  5.7793  6.00 "129    Tau" 1985  38478  94848
 17.3181 17.3014  6.00 "          " 6432 156653 102724
 20.2033 19.2507  6.00 "          " 7299 180242  86981
 36.0931 10.9924  6.00 "          " 4278  95129  62345
 36.2878 17.9784  6.00 "          " 6711 164280  66531
 36.6367 15.6562  6.00 "  7Zet1CrB" 5833 139891  64833
 38.0522  6.9841  6.00 " 62    Aur" 2600  51440  59658
 38.2414 11.0753  6.00 " 51    UMa" 4309  95934  62387
 41.4619  5.5135  6.00 "          " 1824  36040  40387
 46.9992 19.2809  6.00 "          " 7322 181096  48278
 47.3558 23.9260  6.00 "          " 9053 224165  53486
 47.4169 16.8882  6.00 "          " 6286 152812  46349
 48.3969 10.3241  6.00 "          " 4046  89319  43285
 52.1961 18.6647  6.00 "          " 7028 172883  31093
 54.2169 10.3420  6.00 "          " 4052  89414  27609
 57.4122 23.9260  6.00 "          " 9052 224151  35899
 63.6103 13.0297  6.00 "          " 4934 113337  15962
 64.9014  2.0480  6.00 " 52    Cas"  586  12279  12095
 67.4114 10.7511  6.00 "          " 4195  92839  15274
 81.7100 12.1833  6.00 "          " 4639 105943   1991
-11.6486 12.9052  6.00 "          " 4901 112131 157584
-12.0992  3.9212  6.00 "          " 1217  24712 149251
-12.5281 10.3213  6.00 "          " 4055  89455 155894
-18.2503 12.6457  6.00 "          " 4809 109931 157415
-20.7156  4.3044  6.00 "          " 1345  27362 169317
-29.7244 17.4604  6.00 "          " 6494 157955 185417
-35.9014 18.0807  6.00 "          " 6739 164870 209671
-37.5794  7.6661  6.00 "          " 2968  61925 198273
-39.2589  9.1947  6.00 "          " 3656  79241 200084
-39.2644  6.2766  6.00 "          " 2262  43847 196646
-42.0900  8.8392  6.00 "          " 3525  75759 220552
-45.0222 21.3360  6.00 "          " 8145 202874 230635
-48.6478 17.0075  6.00 "          " 6300 153221 227542
-49.9503 13.6666  6.00 "          " 5134 118767 224317
-51.5047 14.1597  6.00 "          " 5296 123515 241491
-53.1767 14.3968  6.00 "          " 5380 125869 241691
-54.7044 13.9425  6.00 "          " 5236 121384 241315
-55.2142  9.6966  6.00 "          " 3868  84228 237237
-56.1761 12.7192  6.00 "          " 4834 110506 240179
-56.7681 13.7156  6.00 "          " 5151 119159 241096
-58.6669 10.5466  6.00 "          " 4144  91533 238168
-59.9192 10.8015  6.00 "          " 4228  93737 238493
-63.7892 12.4568  6.00 "          " 4736 108355 251911
-76.1806 20.7008  6.00 "   Mu 1Oct" 7863 196051 257838
-76.8700 23.6400  6.00 "          " 8957 222060 258166
  0.7025 17.0880  6.01 "          " 6349 154417 122056
  1.8497  1.9316  6.01 "          "  560  11803 110235
  2.3778 18.2682  6.01 "          " 6834 167654 123308
  5.4972 13.8402  6.01 "          " 5205 120602 120132
  9.4131  4.5634  6.01 "          " 1446  28930 111890
 -1.4639  9.4395  6.01 "          " 3741  81567 136844
 -4.2433  9.8539  6.01 "  6    Sex" 3899  85364 137183
 -4.2672 22.1761  6.01 "          " 8453 210434 145916
 -4.7169  8.4101  6.01 "          " 3295  70937 135882
 -8.1858  7.6765  6.01 "          " 2958  61749 134969
 13.8156 19.6849  6.01 "          " 7486 185936 105132
 15.1628  4.1283  6.01 "          " 1279  26015  93775
 16.0247 15.6831  6.01 " 19Tau6Ser" 5840 140027 101678
 16.5142  8.2166  6.01 "          " 3222  68461  97653
 18.7350  4.7713  6.01 "          " 1517  30197  94112
 19.1528 14.8899  6.01 "          " 5553 131511 101276
 21.9964  9.1725  6.01 " 79    Cnc" 3640  78715  80674
 26.6772 14.5389  6.01 "          " 5433 127726  83394
 27.2814 12.1795  6.01 "          " 4633 105805  82166
 28.0306  5.1625  6.01 "          " 1670  33204  76990
 33.8022 19.0153  6.01 "          " 7204 176896  67699
 35.7886  6.8843  6.01 "          " 2542  50056  59574
 36.5567 18.7267  6.01 "          " 7043 173416  67292
 42.0922  0.0769  6.01 "          " 9105 225218  36037
 45.2711 15.4014  6.01 "          " 5732 137390  45521
 51.4636 20.2088  6.01 "          " 7726 192439  32354
 60.1011 22.8844  6.01 "          " 8707 216595  34921
 60.3244  8.0284  6.01 " 53    Cam" 3109  65339  14402
 60.5053 20.6716  6.01 "          " 7925 197373  18979
 75.4725 12.9798  6.01 "          " 4927 113049   7714
 79.7147  0.1556  6.01 "          "   20    431   4048
-10.0522  2.1895  6.01 "          "  638  13456 148262
-14.4828 20.9783  6.01 "          " 8024 199603 164027
-18.7289 13.5341  6.01 " 73    Vir" 5094 117661 157987
-21.0458  8.4220  6.01 "          " 3316  71196 175792
-22.6733  7.2233  6.01 "          " 2730  55762 173230
-22.7372 20.0233  6.01 "          " 7643 189561 188829
-25.7283  4.3587  6.01 "          " 1374  27710 169368
-26.9636  7.3486  6.01 "          " 2800  57593 173522
-27.9431  3.6466  6.01 "   Tau For" 1114  22789 168701
-28.7592 17.9775  6.01 "          " 6692 163685 186025
-32.0006 16.0595  6.01 "          " 5970 143790 207282
-32.4386 17.2163  6.01 "          " 6389 155450 208539
-37.9164 15.7914  6.01 "          " 5864 140901 206976
-38.3839  2.7018  6.01 "          "  805  16975 193873
-44.7967  0.6644  6.01 "          "  171   3750 215185
-47.0606 15.8587  6.01 "          " 5882 141544 226295
-55.8828 22.0067  6.01 "          " 8381 208796 247262
-57.5453 17.7488  6.01 "          " 6586 160720 244989
-57.6231 13.6470  6.01 "          " 5124 118520 241026
-58.1394  1.5876  6.01 "          "  460   9896 232470
-65.7047 10.4570  6.01 "          " 4115  90874 250966
-66.6533 19.0010  6.01 "          " 7130 175401 254426
-71.0089 21.7580  6.01 "          " 8286 206399 257955
-72.7703 15.2094  6.01 "          " 5628 133981 257247
  2.4542  9.8701  6.02 "  7    Sex" 3906  85504 117959
  3.0567 12.8602  6.02 " 37    Vir" 4878 111765 119633
  4.7722 14.5126  6.02 "          " 5424 127337 120504
  5.2308  7.6686  6.02 "          " 2950  61563 115773
 -6.7961  5.7149  6.02 "          " 1967  38089 132477
 11.4289  9.7926  6.02 "          " 3882  84748  98769
 11.5350 19.3314  6.02 " 29Ome2Aql" 7332 181383 104728
 13.2422  7.9931  6.02 "          " 3115  65522  97445
 15.8517  4.5311  6.02 " 85    Tau" 1432  28677  93993
 17.6478  8.2035  6.02 " 16Zet1Cnc" 3209  68256  97645
 18.3556  1.4980  6.02 " 97    Psc"  432   9100  92463
 18.4417 15.1223  6.02 "          " 5633 134064 101379
 21.1678 10.2416  6.02 "          " 4012  88737  81250
 22.6372  7.0884  6.02 " 44    Gem" 2659  53257  79042
 22.9453  7.3912  6.02 " 58    Gem" 2810  57744  79354
 23.3408  4.6081  6.02 "          " 1459  29169  76670
 24.2497  5.9489  6.02 "          " 2074  39970  77750
 25.1017 15.4608  6.02 "          " 5745 137853  83830
 25.2183 11.7370  6.02 "          " 4512 101980  81960
 25.9369  2.1867  6.02 " 16    Ari"  633  13363  75188
 26.8964  3.1742  6.02 "          "  946  19637  75771
 30.7853 17.6102  6.02 "          " 6570 160054  66175
 31.6969 10.7031  6.02 "          " 4184  92620  62206
 32.8258 23.1244  6.02 "          " 8798 218395  73010
 33.1147  1.2719  6.02 "          "  371   7578  54567
 33.9686 18.9146  6.02 "          " 7140 175635  67566
 34.0003  7.7121  6.02 "          " 2962  61859  60291
 35.1281 13.3178  6.02 "          " 5025 115810  63468
 36.2508 19.9456  6.02 "          " 7620 189066  69129
 37.3019  5.1719  6.02 "          " 1669  33203  57704
 37.4231 13.1608  6.02 "          " 4964 114357  63372
 39.6711 18.7390  6.02 "  4Eps1Lyr" 7052 173583  67309
 41.6008 10.4578  6.02 "          " 4096  90470  43344
 41.7736 23.3065  6.02 "  9    And" 8864 219815  52881
 42.0050  8.4119  6.02 "          " 3287  70647  42342
 42.9114 11.0057  6.02 "          " 4285  95241  43564
 43.9631  3.8189  6.02 "          " 1170  23728  39128
 45.3508 17.9468  6.02 "          " 6702 163990  47080
 47.1639  2.9426  6.02 "          "  865  18155  38455
 52.0644 13.7319  6.02 "          " 5169 119765  28866
 52.9581 21.5057  6.02 "          " 8237 204965  33477
 54.1292  7.8516  6.02 "          " 3028  63332  26535
 61.6981  1.9759  6.02 "          "  561  11857  12065
 64.3306 11.3809  6.02 "          " 4391  98772  15486
-12.0117  0.7306  6.02 "          "  190   4145 147422
-17.7564 17.3315  6.02 "          " 6435 156717 160462
-28.5097 16.7501  6.02 "          " 6218 150894 184602
-33.5053 13.0091  6.02 "          " 4922 112935 204029
-36.7783 17.4822  6.02 "          " 6501 158105 208860
-38.7942 14.6388  6.02 "          " 5456 128488 205786
-41.7361 12.4994  6.02 "          " 4755 108759 223471
-43.8450  7.9296  6.02 "          " 3101  65211 219157
-44.8436 23.5242  6.02 "          " 8929 221323 231642
-48.9814  8.0041  6.02 "          " 3148  66210 219283
-50.7722 14.3890  6.02 "          " 5377 125810 241686
-55.8006 13.3468  6.02 "          " 5027 115842 240765
-58.3886  9.2549  6.02 "          " 3691  80094 236772
-58.6753 11.1081  6.02 "          " 4323  96544 238779
-58.9400  7.0181  6.02 "          " 2661  53349 234863
-63.1900  7.2006  6.02 "          " 2754  56239 249774
-63.2697 16.9235  6.02 "          " 6253 152082 253734
-74.8503 14.1409  6.02 "          " 5279 122862 257116
  1.0203 16.7583  6.03 " 16    Oph" 6224 151133 121834
  3.5883  4.8124  6.03 "          " 1534  30545 112098
  4.7117  2.7558  6.03 "          "  816  17163 110730
  6.9953  1.2451  6.03 " 88    Psc"  367   7446 109753
  8.4519  8.5704  6.03 "          " 3380  72617 116894
 11.6736  6.5398  6.03 "          " 2378  46178  95803
 22.8042  3.4741  6.03 " 66    Ari" 1048  21467  75945
 23.9261 12.4209  6.03 "          " 4725 108123  82297
 28.2631  6.6592  6.03 " 54    Aur" 2438  47395  78593
 31.2025 17.6660  6.03 "          " 6584 160677  66231
 33.2336  7.8506  6.03 "          " 3040  63589  60379
 36.6258 14.5774  6.03 "          " 5448 128198  64227
 37.5928 22.6595  6.03 "          " 8626 214714  72581
 38.7433 21.1154  6.03 " 61    Cyg" 8086 201092      0
 42.0083 10.9374  6.03 "          " 4264  94669  43535
 52.8986 21.4458  6.03 "          " 8218 204428  33434
